DPA_DESPRO,DPA_DESCAN,DPA_DESPAR,DPA_PARROQ,"ACTUAL
CDD","ACTUAL
SPI","ACTUAL
Amenaz Tendencia Heladas_parr","ACTUAL
Amenaza Tendencia Lluvias_parr","ACTUAL
Tendencia OlasCalor_parr","ACTUAL
Indice multiamenaza",Exposicion pasto (%),Cabezas de ganado parroquia,Productores parroquia,Indice de tenencia (numero de cabezas de ganado/numero de productores).,Numero socios MAG-MIES-SEPS,Numero de productores,Indice de asociatividad (numero de socios/numero de productores),capacidad de uso de la tierra_parr (SEN1),Degradacion_parr,UBAS,PASTOS,CULT. ASOC,Defor_2014_2016,Indi_ heladas_CIIFEN,Porc_inund,Conflicto gente fauna,% Poblacion migrante masc,% poblacion dedicada a agri y gan. ,Nivel de pobreza por consumo,Tasa de dependencia por edad,Tasa de analfabetismo funcional,Deficit habitacional cualitativo,Deficit de servicios residenciales basicos,Numero de empleados remunerados,Numero de asociaciones MAG-MIES-SEPS,Grado de organizacion (numero de empleados remunerados)/numero de asociaciones,Capacidad de gestion (% ejecucion presupuesto anual),Infraestructura multiproposito_riego,Porc_riego,Porc_Cobert_Nat,Indice de red hidrica,Presencia de sociobosque (%),Pend_parr,Indice de red vial,Herramientas de planificacion CC,Cobertura movil por parroquia,Estimado de volumen de credito,Sistemas productivos pecuarios,Disponibilidad de pronostico del clima,Existencia de camales  vacas/mes,Existencia de CAB,Existencia de CAL capacidad litros,Red monitoreo hidrometeorologico,UMVMAG,Velocidad Infiltracion
MANABI,CHONE,CHONE,130350,0,-0.636,0,2.292095676,0.597748384,20169.2,46.94,50477,2017,25.026,94,2016,0.05,3.09,2.5,50423,38910.27,10000,1636.05,0,7.62,0,0.73,19.37,28.47,616,17.7,41.3,69.7,23,9,2.56,0.85,0,8.05,30.49,390,0.1404,4,297.84,1,0.7,1670660.19,2,1,197,1,685,6,5,1.26
MANABI,CHONE,BOYACA,130351,0.099084615,-0.587,0,1.672506397,0.682706013,5721.6,78.75,14304,612,23.373,60,612,0.1,34.58,2.5,14304,18520.1,0,8.46,0,9.02,0,0.29,75.65,51.6,677,31.3,34.5,100,4,4,1,1,1,0,4.82,95,0,10,121.67,1,1.16,392066.6,2,1,0,1,0,1,5,1.98
MANABI,CHONE,CANUTO,130352,0.285603846,-0.6,0,1.932861868,0.59775058,4438.4,59.99,11096,637,17.419,24,637,0.04,9.28,2.5,11096,11883.48,0,140.65,0,14.22,0,0.63,52.42,46,679,25.8,35.3,97.2,4,8,0.5,0.94,0,11.04,13.27,68,0.3236,10,106.65,1,1.11,625012.95,2,1,0,0,2100,0,5,3.25
MANABI,CHONE,CONVENTO,130353,0,-0.595,0,2.078102919,0.597708551,16493.2,68.08,41233,1420,29.037,140,1420,0.1,0,2.5,41233,20673.33,20000,124.59,0,4.47,0,0.44,63.08,49.1,697,27.7,44.1,99.9,8,4,2,0.98,0,0,8.02,114,0.4788,10,120,2,1.9,477779.43,2,1,0,1,0,1,5,0.7
MANABI,CHONE,CHIBUNGA,130354,0.076267308,-0.623,0,2.244233752,0.597691617,20948,79.52,52370,1561,33.549,123,1561,0.08,0,2.5,52370,45381.72,5000,260.82,0,1.28,0,0.14,74.35,48.63,765,34,50.1,100,3,3,1,0.85,0,0,17.19,290,0,0,74.77,1,0.64,544477.56,2,1,0,0,0,0,5,1.85
MANABI,CHONE,ELOY_ALFARO,130355,0,-0.59,0,1.911860166,0.597722434,7129.2,74.92,17823,674,26.444,367,674,0.54,36.78,2.5,17823,25921,0,40.32,0,5.62,0,0.37,69.01,49.53,711,31.5,37.3,99.9,6,9,0.67,1,0,0,2.56,128,0,9,198.41,2,1.03,622338.41,2,1,0,1,0,0,5,2.4
MANABI,CHONE,RICAURTE,130356,0,-0.635,0,2.226715599,0.597728331,4369.2,49.11,10923,354,30.856,0,354,0,5.56,2.5,10923,17776.35,0,708.82,0,6.1,0,0.52,62.98,47.65,745,30.2,41,99.6,0,0,0,1,0,0,33.66,124,0,8,111.3,1,1.59,574340.89,2,1,0,0,0,2,5,2.27
MANABI,CHONE,SAN_ANTONIO,130357,0.115610256,-0.59,0,1.708075674,0.597721131,3757.6,49.19,9394,344,27.308,0,344,0,1.24,2.5,9394,10335.7,0,27.66,0,35.07,0,0.59,55.49,43,612,24.1,37.1,100,2,2,1,1,0,34.74,3.72,122,0,7,154.74,1,0.51,513639.78,2,0,0,0,0,0,5,1.99
MANABI,EL_CARMEN,EL_CARMEN,130450,0.107077404,-0.611,0,2.761414805,0.512720666,23415.6,41.95,68662,1980,34.678,123,1641,0.07,0,2.5,58539,33029.42,20000,147.2,0,0.92,0,0.84,40.55,33.06,670,21.6,42.9,84.4,17,15,1.13,0.85,0,0,2.1,499,0,0,293.46,1,0.77,2454883.43,2,1,569,1,0,3,5,3.29
MANABI,EL_CARMEN,WILFRIDO_LOOR_MOREIRA_(MAICITO),130451,0.085507692,-0.625,0,2.67501671,0.597718001,6836.4,59.77,17091,516,33.122,0,516,0,0,2.5,17091,17361.51,0,34.77,0,0,0,0.41,61.3,51.08,729,29.6,43.1,100,0,0,0,0.46,0,0,12.27,155,0.0866,8,106.41,1,3.92,218913.85,2,1,0,0,0,1,5,1.88
MANABI,EL_CARMEN,SAN_PEDRO_DE_SUMA,130452,0.114341026,-0.61,0,2.574835965,0.597697278,1809.6,51.61,15163,626,24.222,43,185,0.23,0,2.5,4524,9758.32,0,12.42,0,2.95,0,0.82,72.13,51.26,696,23.9,43.1,99.9,1,1,1,1,0,0,1.07,138,0,0,52.08,1,0.86,375881.18,2,1,0,1,0,0,5,4.16
MANABI,FLAVIO_ALFARO,FLAVIO_ALFARO,130550,0,-0.633,0,2.467010734,0.597728121,22080.8,58.57,55202,1988,27.768,208,1988,0.1,0,2.5,55202,57598.85,0,930.9,0,2.34,0,0.33,52.32,47.87,673,27.3,43.3,93.2,5,6,0.83,0.85,0,0,24.7,371,0.6026,10,195.09,2,5.15,1662970.62,2,1,0,1,0,1,5,1.5
MANABI,FLAVIO_ALFARO,SAN_FRANCISCO_DE_NOVILLO_(CAB._EN_NOVILLO),130551,0.042591026,-0.63,0,2.375302297,0.597704964,2892.4,68.74,7231,169,42.787,29,169,0.17,0,2.5,7231,17963.47,0,160.26,0,4.01,0,0.07,63.77,60.81,708,29.2,41,99.8,1,1,1,0.41,1,0,23.95,127,0,10,56.99,1,1.25,303882.57,2,0,0,1,0,0,5,1.59
MANABI,FLAVIO_ALFARO,ZAPALLO,130552,0,-0.625,0,2.257796993,0.5977309,2674,63.33,6685,330,20.258,82,330,0.25,0,2.5,6685,6467.97,0,116.8,0,6.03,0,0.1,59.49,57.58,705,24.7,35.6,99.9,2,3,0.67,0.8,1,0,12.3,28,0,8,63.07,1,1.28,376316.66,2,1,0,0,0,0,5,0.66
MANABI,JIPIJAPA,JIPIJAPA,130650,0,-0.447,0,0.965755257,0.682690485,804.4,12.22,2011,195,10.313,0,195,0,16.96,2.5,2011,4871.29,0,417.89,0,11.04,0,1.12,16.45,31.2,631,22.6,37.4,65,0,0,0,0.85,1,0,43.44,117,0,6,214.78,1,3.42,168106.86,2,1,200,1,0,5,5,0.17
MANABI,JIPIJAPA,AMERICA,130651,0.011776923,-0.373,0,0.922771567,0.682687748,441.2,17.88,1103,105,10.505,0,105,0,0,2.5,1103,1395.43,0,26.59,0,4.11,0,0.85,72.34,56.35,846,38.9,26.7,98,0,0,0,1,0,0,21.05,13,0,10,73.37,1,0,46094.63,2,0,0,0,0,0,5,0
MANABI,JIPIJAPA,EL_ANEGADO_(CAB._EN_ELOY_ALFARO),130652,0.059853846,-0.3,0,0.879787878,0.68268501,470,21.96,1175,100,11.75,0,100,0,0,2.5,1175,2571.09,0,157.05,0,6.93,0,0.36,65,52.72,823,33.6,25.9,99.7,0,0,0,1,0,0,23.77,30,0,10,108.24,1,0,92905.41,2,1,0,0,0,1,5,0
MANABI,JIPIJAPA,JULCUY,130653,0,-0.335,0,0.761243417,0.682642846,452.8,4.78,1132,108,10.481,0,108,0,0,2.5,1132,1453.86,0,130.05,0,9,0,0.09,76.74,58.09,848,42.8,29.7,100,0,0,0,0.86,0,0,85.39,96,1.1256,11,95.9,1,1.47,34756.13,0,1,0,0,0,2,5,0
MANABI,JIPIJAPA,LA_UNION,130654,0.020661538,-0.3,0,0.956227457,0.682697134,128.4,15.26,321,34,9.441,0,34,0,0,2,321,712.01,0,182.02,0,0,0,0.28,78.75,57.35,796,35,27.5,100,0,0,0,0.36,0,0,41.09,13,0.0435,10,33.69,1,0.35,31829.25,1,1,0,0,0,1,5,0.17
MANABI,JIPIJAPA,MEMBRILLAL,130656,0,-0.23,0,0.836229452,0.682670359,0,2.13,0,0,0,0,0,0,33.61,2.5,0,144.41,0,49.54,0,13.71,0,8.09,77.1,56.08,766,46,27,100,0,0,0,1,0,0,83.23,27,0,5,26.07,1,2.34,16135.07,0,1,0,0,0,0,5,0.07
MANABI,JIPIJAPA,PEDRO_PABLO_GOMEZ,130657,0,-0.16,0,0.716231447,0.682643583,1494.8,30.45,3737,258,14.484,0,258,0,0,2.5,3737,8651.49,0,748.02,0,1.28,0,0.21,68.15,56.44,866,36.2,34.2,98.1,0,0,0,1,0,0,56,87,3.9097,12,157.36,1,2.03,50577.1,2,1,0,0,0,8,5,0.16
MANABI,JIPIJAPA,PUERTO_DE_CAYO,130658,0,-0.535,0,0.788390814,0.682622283,52.8,3.68,132,21,6.286,0,21,0,1.6,2.5,132,630.88,0,94.26,0,11.97,0,0.61,62.38,44.83,689,24.5,40.1,99.1,0,0,0,1,0,0,85.22,73,0,5,64.05,1,3.63,44138.66,0,1,0,0,0,1,5,0.07
MANABI,JUNIN,JUNIN,130750,0.065584615,-0.605,0,1.56896969,0.5977405,2678.4,31.04,6696,494,13.555,41,494,0.08,20.09,2.5,6696,7639.09,0,151.63,0,12.76,0,0.66,43.41,50.8,634,21.7,30.4,86.9,10,11,0.91,0.85,0,0,26.11,96,0.3558,3,191.89,1,4.91,633228.93,2,1,82,1,0,2,5,0.65
MANABI,MANTA,MANTA,130850,0.824969231,-0.68,0,0.892285209,0.767587131,184.8,2.52,462,47,9.83,0,47,0,0.25,2.5,462,484.98,0,162.14,0,7.79,0,1.9,5.7,17.89,558,12.4,33.8,50,0,0,0,0.85,1,0,58.25,99,0,0,133.22,1,7.81,63697.57,0,1,1394,0,0,3,5,0.19
MANABI,MANTA,SAN_LORENZO,130851,0.353315385,-0.635,0,0.719518733,0.767559498,0,26.36,0,0,0,0,0,0,34.19,2.5,0,1610.66,0,0.63,0,0,0,0.29,58.57,44.01,816,43,40.4,100,0,0,0,0.92,0,0,76.45,33,0,0,41.24,1,1.07,7835.11,2,1,0,0,0,0,5,0.33
MANABI,MANTA,SANTA_MARIANITA_(BOCA_DE_PACOCHE),130852,0.860603846,-0.68,0,0.821557012,0.767557829,3.6,1.31,9,1,9,0,1,0,0,3,9,50.23,0,1.17,0,0,0,0.59,65.02,38.72,624,38.9,40.5,100,0,0,0,1,0,0,81.23,26,0,9,23.71,1,3.05,8898.4,0,1,0,0,0,0,5,0.14
MANABI,MONTECRISTI,MONTECRISTI,130950,0.14781859,-0.614,0,0.889931308,0.682613713,654.4,2.51,1636,171,9.567,0,171,0,15.93,2.5,1636,1638.56,0,1026.07,0,15.34,0,1.08,8.03,32.55,632,20,38.6,92.2,0,2,0,0.85,0,0,73.61,219,4.3654,3,254.46,1,1.18,69829.69,0,1,0,0,0,3,5,0.09
MANABI,MONTECRISTI,LA_PILA,130952,0,-0.61,0,1.019884336,0.682645709,74.8,1.11,187,23,8.13,0,23,0,9.99,2.5,187,108.84,70,222.31,0,16.44,0,2.02,33.73,41.11,600,21.1,49.7,100,0,0,0,1,0,0,79.99,32,15.0665,6,41.49,1,3.25,10601.39,0,1,0,0,0,1,5,0.29
MANABI,PAJAN,PAJAN,131050,0.001440385,-0.3,0,0.856101184,0.682689394,1976.4,22.28,4941,305,16.2,38,305,0.12,0,2.5,4941,3424.31,800,221.95,0,11.98,0,1.63,37.39,46.3,712,27.6,32.3,82.2,1,2,0.5,0.57,0,0,18.24,43,0.1386,10,125.6,1,1.62,64260.22,2,1,422,1,0,6,5,0.14
MANABI,PAJAN,CAMPOZANO_(LA_PALMA_DE_PAJAN),131051,0,-0.335,0,0.979998211,0.68271009,2044.8,19.78,5112,363,14.083,0,363,0,0,2.5,5112,4882.22,0,464.11,0,10.72,0,0.57,76.82,66.25,836,39.6,22.9,99.4,0,0,0,1,0,0,17.18,73,0.0028,10,118.93,1,1.16,91566.06,2,1,0,0,0,2,5,0.23
MANABI,PAJAN,CASCOL,131052,0.058480769,-0.24,0,0.803182903,0.682684372,4174.8,19.51,10437,510,20.465,0,510,0,0,2.5,10437,8384.25,500,459.49,0,4.01,0,0.61,54.34,57.22,744,32.4,33.5,99.7,0,0,0,0.85,0,0,37.6,145,1.1507,9,199.49,1,2.61,54758.7,2,1,0,0,0,17,5,0.17
MANABI,PAJAN,GUALE,131053,0,-0.405,0,1.055509769,0.682749195,2575.2,34.18,6438,453,14.212,25,453,0.06,0,2.5,6438,3923.51,2000,85.07,0,14.85,0,0.29,66.64,66.11,794,43.5,26.7,99.5,0,1,0,0.69,1,0,11.76,34,0.9866,3,74.79,1,2.09,36704.71,2,1,0,0,0,1,5,0.07
MANABI,PAJAN,LASCANO,131054,0.042238462,-0.54,0,1.13192544,0.597743877,4248.8,28.33,10622,713,14.898,51,713,0.07,0,2.5,10622,4075.01,5000,62.68,0,12.63,0,0.18,72.06,68.44,845,40.9,23.8,99.9,4,1,4,0.86,0,0,6.56,52,0,8,66.26,1,0.65,52270.45,2,1,0,0,0,1,5,0.02
MANABI,PICHINCHA,PICHINCHA,131150,0,-0.671,0,2.334773769,0.597774371,9440.4,55.22,23674,749,31.607,64,748,0.09,0.58,2,23601,27907.03,0,87.57,0,0,0,0.22,54.73,60.34,738,27.4,40.5,99.5,9,7,1.29,0.85,1,0,6.16,547,0,10,136.96,1,0.68,305070.03,2,1,0,1,0,0,5,0
MANABI,PICHINCHA,BARRAGANETE,131151,0,-0.658,0,2.514635119,0.597751926,2280.4,46.57,5701,116,49.147,0,116,0,0,2.5,5701,19900.69,0,731.02,0,0,0,0.25,71.07,71.27,786,48.6,36.3,99.9,4,4,1,1,1,0,23.97,416,0,0,111.05,1,1.29,172121.74,2,1,0,0,0,0,5,0
MANABI,PICHINCHA,SAN_SEBASTIAN,131152,0,-0.652,0,1.943116137,0.597771365,2210,53.83,5525,184,30.027,33,184,0.18,2.17,2,5525,7666.7,0,18.84,0,0,0,0.08,61.78,61.44,791,25.8,40.9,99.9,3,3,1,1,0,0,6.54,66,0,12,101.43,1,0.59,104026,2,1,0,0,0,4,5,0
MANABI,ROCAFUERTE,ROCAFUERTE,131250,0,-0.608,0,1.32046258,0.682690859,2268.4,7.7,5671,417,13.6,12,417,0.03,20.59,2.5,5671,2153.8,3000,197.47,0,28.78,0,0.55,42.96,43.7,599,17.8,34.5,86.2,6,8,0.75,0.85,0,19.25,22.29,93,0,9,308.95,1,0.59,438704.89,0,1,154,1,0,3,5,0.74
MANABI,SANTA_ANA,SANTA_ANA_DE_VUELTA_LARGA,131350,0,-0.638,0,1.241832024,0.682724337,3538,33.59,8845,378,23.399,45,378,0.12,34.78,2.5,8845,10591.75,0,314.93,0,19.73,0,0.84,36.84,45.54,633,23.7,33.5,77.9,8,6,1.33,0.85,0,3.97,19.47,120,0.0035,15,169.26,1,0.7,294604.99,2,0,0,1,0,8,5,0.22
MANABI,SANTA_ANA,AYACUCHO,131351,0,-0.639,0,1.425895457,0.640241872,703.2,27.92,1758,108,16.278,0,108,0,15.61,2.5,1758,3054.37,0,74.5,0,10.63,0,0.46,50.17,52.87,743,25.6,34.2,98.6,0,0,0,0.1,0,0,26.73,43,0,14,60.8,1,1.4,133560.53,2,1,0,0,0,0,5,0.21
MANABI,SANTA_ANA,HONORATO_VASQUEZ_(CAB_EN_VASQUEZ),131352,0,-0.64,0,1.609958891,0.597759407,1550.8,29.49,3877,181,21.42,0,181,0,10.85,2.5,3877,4615.49,0,70.19,0,1.3,0,0.13,65.58,64.17,768,31,27.7,97.6,0,0,0,1,1,0,23.49,90,0,14,73.66,1,1.43,138435.1,2,1,232,0,0,5,5,0.13
MANABI,SANTA_ANA,LA_UNION,131353,0,-0.63,0,1.475906601,0.597763417,5132,60.69,12830,373,34.397,0,373,0,2.04,2,12830,14086.72,0,76.14,0,12.32,0,0.06,71.65,65.86,760,39.8,24.6,100,0,1,0,0.73,0,0,8.14,86,0,12,137.29,1,4.03,166152.34,2,0,0,0,0,2,5,0
MANABI,SANTA_ANA,SAN_PABLO_(CAB_EN_PUEBLO_NUEVO),131355,0,-0.645,0,1.640418117,0.597770037,1990,66.29,4975,183,27.186,0,183,0,11.54,2.5,4975,14115.1,0,32.27,0,12.62,0,0.57,74.4,64.52,798,42.2,26.8,100,0,0,0,0.46,0,0,8.12,79,0,12,130.12,1,4.1,141737.76,2,0,0,0,0,1,5,0
MANABI,SUCRE,BAHIA_DE_CARAQUEZ,131450,0.056305769,-0.615,0,1.477730391,0.682678288,13.2,13.47,33,3,11,0,3,0,28.23,2.5,33,2467.61,0,116.54,0,16,0,1.53,16.38,32.28,586,17.4,37.5,70.7,0,0,0,0.85,0,12.74,41.49,67,2.1084,0,110.63,1,7.98,180291.51,2,1,38,0,0,2,5,0.34
MANABI,SUCRE,CHARAPOTO,131453,0,-0.615,0,1.363875052,0.682676252,711.6,8.5,1779,166,10.717,0,166,0,34.23,2.5,1779,1832.1,0,506.62,0,17.55,0,0.95,49.22,41.25,626,22.7,39.4,99.1,0,0,0,0.58,0,0.08,48.17,60,0,0,109.76,1,8.21,416192.04,0,1,117,0,0,2,5,0.11
MANABI,SUCRE,SAN_ISIDRO,131457,0,-0.56,0,1.745503497,0.682683635,9239.6,71.42,23099,1064,21.71,104,1064,0.1,17.88,2.5,23099,19852.47,0,38.54,0,3.97,0,0.73,55.14,52.4,728,28.7,39.6,99.7,0,2,0,1,0,0,4.08,93,0.0292,10,121.68,1,4.83,255368.38,2,1,24,1,0,2,5,0.24
MANABI,TOSAGUA,TOSAGUA,131550,0.068398718,-0.585,0,1.504128996,0.682690275,6222.8,17.29,15557,924,16.837,46,924,0.05,2.13,2.5,15557,4315.26,10000,69.6,0,30.68,0,0.52,44.71,52.14,646,23.8,27.9,98.9,2,1,2,0.85,0,22.94,3.23,66,0,9,219.95,1,2.93,615455.93,2,1,296,1,0,3,5,1.25
MANABI,TOSAGUA,BACHILLERO,131551,0,-0.59,0,1.547332405,0.640203335,61.6,48.96,154,4,38.5,0,4,0,0,2.5,154,2906.95,0,0,0,55.07,0,0.35,47.03,55.01,645,16.4,30.3,99.5,0,0,0,1,0,72.61,2.39,41,0,5,23.41,1,0,89270.87,2,1,0,0,0,0,5,2.3
MANABI,TOSAGUA,ANGEL_PEDRO_GILER_(LA_ESTANCILLA),131552,0,-0.595,0,1.590535815,0.597716395,24.4,22.92,61,5,12.2,0,5,0,0,2.5,61,1539.16,0,0,0,53.79,0,0.22,55.31,54.91,624,21.9,31.5,98.8,0,0,0,1,0,0,1.43,42,0,2,61.82,1,3,169763.91,2,0,0,0,0,2,5,1.16
MANABI,24_DE_MAYO,SUCRE,131650,0,-0.615,0,1.119842456,0.682697388,1066.4,18.67,2666,194,13.742,0,194,0,15.07,2.5,2666,3666.6,0,338.19,0,12.3,0,0.79,44.14,49.12,736,27.3,30.8,93.1,0,0,0,0.85,0,0,41.57,61,0.0865,13,114.31,1,2.84,51977.61,2,1,0,0,0,1,5,0.34
MANABI,24_DE_MAYO,BELLAVISTA,131651,0,-0.51,0,1.128370457,0.597735282,1185.6,38.25,2964,169,17.538,0,169,0,0,2.5,2964,3942.55,0,207.79,0,11.25,0,0.16,55.82,62.84,801,30.5,22.7,95.8,0,0,0,1,0,0,29.83,38,0,13,77.01,1,2.24,24087.53,2,0,0,0,0,0,5,0.02
MANABI,24_DE_MAYO,NOBOA,131652,0.053526923,-0.487,0,1.105867389,0.640230186,760,25.6,1900,126,15.079,25,126,0.2,0,2.5,1900,3736.68,0,315.87,0,17.84,0,0.67,72.32,65.13,858,39.7,27.1,99.9,1,1,1,1,0,0,38.01,60,0,12,96.79,1,1.79,41534.07,2,1,0,0,0,0,5,0.41
MANABI,24_DE_MAYO,ARQ._SIXTO_DURAN_BALLEN,131653,0.119219231,-0.465,0,1.083364321,0.682725091,1796,45.63,4490,204,22.01,27,204,0.13,0,2,4490,3645.95,500,57.57,0,23.41,0,0.24,64.36,65.58,783,36,27.9,100,11,1,11,1,0,0,7.55,26,0,11,67.77,1,1.55,22308.5,2,0,0,0,0,1,5,0.08
MANABI,PEDERNALES,PEDERNALES,131750,0.056191758,-0.601,0,2.039919901,0.597669839,21307.2,57.58,53268,1516,35.137,136,1516,0.09,1.27,2.5,53268,44091.41,8000,442.86,0,5.71,0,0.66,24.12,45.7,767,33.7,45.1,90.4,6,3,2,0.85,0,0,25.1,430,0.2057,0,170.78,1,1.04,1143871.47,2,1,240,0,4000,2,5,2.3
MANABI,PEDERNALES,COJIMIES,131751,0.073145055,-0.594,0,1.939761554,0.597652098,2431.2,36.65,6078,152,39.987,54,152,0.36,0,2.5,6078,27000.71,0,885.82,0,19.73,0,0.39,60.15,64.85,936,39.7,43.9,99.9,2,4,0.5,0.66,0,0,42.02,350,0,0,84.97,1,1.59,1162394.82,2,1,0,0,0,2,5,0.66
MANABI,PEDERNALES,10_DE_AGOSTO,131752,0,-0.588,0,1.967604203,0.682694118,5619.2,55.48,14048,581,24.179,33,581,0.06,11.49,2,14048,12937.49,0,183.66,0,1.61,0,0.15,73.63,68.79,918,43.9,38.1,99.9,0,2,0,1,0,0,12.99,98,0.4398,9,65.94,1,2.74,541007.32,2,1,0,0,0,0,5,0
MANABI,PEDERNALES,ATAHUALPA,131753,0.042728846,-0.61,0,2.087932002,0.597685048,5244,73.36,13110,388,33.789,120,388,0.31,5.82,2.5,13110,12370.5,0,89.37,0,2.52,0,0.08,54.73,69.9,858,39.8,45.2,100,1,3,0.33,0.44,1,0,12.04,92,0.2615,9,11.62,1,0.64,198136.46,2,1,0,1,1500,0,5,1.2
MANABI,OLMEDO,OLMEDO,131850,0,-0.635,0,1.292964729,0.59776117,5882.8,54.44,14707,753,19.531,127,753,0.17,1.49,2.5,14707,13800.31,0,156.04,0,14.04,0,0.53,53.93,60.73,747,32,25.5,99.5,3,5,0.6,0.85,0,0,10.64,100,0,11,169.19,1,0.43,4056.95,2,1,0,1,0,1,5,0.03
MANABI,PUERTO_LOPEZ,PUERTO_LOPEZ,131950,0,-0.335,0,0.685138952,0.767613293,690.4,1.81,1726,219,7.881,39,219,0.18,0,2.5,1726,361.64,1300,181.27,0,7.54,0,0.76,29.79,51.03,670,22.4,42.8,99.9,1,2,0.5,0.85,0,0,93.9,65,0.0008,15,51.37,1,0,53495.49,0,0,0,0,0,0,5,0.02
MANABI,PUERTO_LOPEZ,MACHALILLA,131951,0.054498077,-0.247,0,0.661808018,0.767601006,96.8,0.58,242,25,9.68,0,25,0,0,2.5,242,81.19,150,54.19,0,10.87,0,0.43,51.42,58.61,680,30.6,41.2,100,0,0,0,0.86,0,0,93.36,39,0,0,41.83,1,2.73,42155.24,0,1,0,0,0,1,5,0.08
MANABI,PUERTO_LOPEZ,SALANGO,131952,0.132392308,-0.16,0,0.638477085,0.767588719,81.6,10.35,204,17,12,0,17,0,0,2.5,204,922.57,0,258.61,0,9.6,0,1.06,34.11,53.77,684,24.8,47.3,99.9,0,0,0,1,0,0,78.94,39,0.5367,12,29.51,1,2.32,25413.78,2,1,0,0,0,1,5,0.21
MANABI,JAMA,JAMA,132050,0,-0.564,0,1.713999495,0.682666568,6537.6,41.17,16344,487,33.561,102,487,0.21,24.75,2.5,16344,23831.71,0,736.64,0,9.45,0,0.48,52.52,56.34,679,22.7,45.9,92.7,9,2,4.5,0.85,0,0,42.94,227,3.1063,9,314.04,1,1.44,230633.54,2,1,20,1,0,2,5,0
MANABI,JARAMIJO,JARAMIJO,132150,0,-0.573,0,1.630990377,0.682671897,14.8,1.15,37,4,9.25,0,4,0,5.19,3,37,111.62,0,79.51,0,31.75,0,0.44,33.99,54.33,690,24.6,37.5,83.2,0,0,0,0.85,0,0,75.64,23,0,0,98.39,1,2,51002.59,0,1,0,0,0,0,5,0.47
MANABI,SAN_VICENTE,SAN_VICENTE,132250,0,-0.582,0,1.547981259,0.682677226,6891.2,44.24,17228,569,30.278,139,569,0.24,24.39,2.5,17228,14282.75,2800,955.93,0,19.3,0,1.61,28.47,44.15,639,23.7,41.4,88.8,0,1,0,0.85,0,5.13,32.1,153,1.2943,10,169.5,1,1.68,304834.45,2,1,0,0,0,4,5,1.11
MANABI,SAN_VICENTE,CANOA,132251,0,-0.571,0,1.479272025,0.682648565,2831.6,45.88,7079,182,38.896,92,182,0.51,12.91,2.5,7079,17706.91,0,1253.31,0,11.51,0,0.57,52.97,58.86,694,30.3,41.5,99.9,1,2,0.5,0.46,0,0,34.53,183,1.7156,11,194.86,1,2.98,258028.78,2,1,0,0,0,1,5,0
MORONA_SANTIAGO,MORONA,MACAS,140150,0,0.128366667,0,0.67046524,0.294254373,174.4,49.43,572,23,24.87,18,23,0.78,62.29,2.5,572,2649.61,0,37.35,2,0,0,4.01,6.32,19.5,570,10.6,32.8,29.1,1,2,0.5,0.89,0,0,22.12,26,0,7,8.12,0,0.79,131729.13,2,1,553,0,0,2,2,3.7
MORONA_SANTIAGO,MORONA,ALSHI_(CAB_EN_9_DE_OCTUBRE),140151,0,0.104366667,0,0.62631838,0.342995476,284.2106,10.6,919,47,19.553,0,47,0,0.17,2.5,919,2904.23,0,80.91,2,0,0,5.04,42.73,39.62,714,6.9,54.9,84.3,0,0,0,1,0,0,84.6,125,0,13,21.18,0,0,19739.15,2,1,0,0,0,1,2,1.87
MORONA_SANTIAGO,MORONA,GENERAL_PROANO,140153,0,0.111516667,0,0.661433999,0.340152822,842.8319,61.47,2715,103,26.359,0,103,0,8.69,2.5,2715,4108.8,0,15.22,2,0,0,4.55,29.59,52.27,815,15.3,45.2,84.1,0,0,0,1,0,0,12.51,58,0,11,24.02,0,0,83301.24,2,1,0,0,0,0,2,3.47
MORONA_SANTIAGO,MORONA,SAN_ISIDRO,140156,0,0.118666667,0,0.696549618,0.337310169,938.1181,47.31,3127,93,33.624,0,93,0,2.63,2.5,3127,6094.59,0,130.41,2,0,0,10.34,55.22,54.56,725,14.7,47.8,69,0,0,0,1,0,0,34.35,66,0.1806,13,23.12,0,0,47116.47,2,0,0,0,0,1,2,3.9
MORONA_SANTIAGO,MORONA,SEVILLA_DON_BOSCO,140157,0,0.166083333,0,0.569411922,0.362029236,1709.2838,6.46,5678,252,22.532,13,252,0.05,15.78,2.5,5678,14892.59,0,1786.15,2,4.77,0,0.99,64.03,70.16,1054,17.2,40.4,98.2,4,1,4,0.89,0,0,87.37,1237,2.1746,6,120.23,0,0,933503.94,0,1,0,0,0,0,2,2.94
MORONA_SANTIAGO,MORONA,SINAI,140158,0,0.120116667,0,0.715984852,0.292719836,769.9457,11.73,2566,121,21.207,88,121,0.73,1.01,2.5,2566,4636.13,0,302.18,2.14,0,0,5.48,72.35,33.86,925,20.6,37.2,88.8,2,3,0.67,1,0,0,78.03,212,1.4568,21,46.65,0,0,60238.48,2,1,0,0,0,1,2,3.31
MORONA_SANTIAGO,MORONA,ZUNA_(ZUNAC),140160,0,0.087429167,-0.0931875,0.591832558,0.318019957,108.3229,1.18,342,28,12.214,0,28,0,4.19,2.5,342,733.51,0,27.72,2.42,0,0,14.16,56.18,51.73,890,20.3,54.7,100,0,0,0,0.94,0,0,98.11,233,0.5655,21,26.85,0,0,13617.37,0,0,0,0,0,2,2,1.55
